id,status_group
21141,0
32361,0
25692,0
30213,0
34176,2
18875,2
19102,0
51699,0
63993,1
53761,0
73367,0
50957,2
23014,2
66976,0
52436,0
33848,1
73056,1
3402,0
65763,0
33725,0
66518,0
13536,0
29378,2
27291,2
59249,0
4841,2
14102,0
37723,2
20279,1
16855,0
30106,0
48019,2
48536,2
37967,2
3236,2
55345,0
10355,2
41454,0
1741,0
63429,2
42642,0
65474,0
9937,1
4821,0
18787,0
57556,2
57950,2
40320,0
59704,0
19257,0
25248,1
41336,2
20182,2
52629,2
7897,2
71021,0
31727,0
37557,0
36547,2
53864,2
7229,2
13315,2
10465,2
32508,2
24543,0
11916,0
23866,0
11191,0
17596,0
19273,2
43652,0
68467,0
48901,0
64046,1
33622,0
68432,0
62247,1
50443,2
74236,0
1347,2
55447,2
16362,0
19344,2
4295,0
22881,2
11010,0
43140,2
49775,0
34482,2
72330,0
13625,0
5309,0
40563,2
50709,0
2834,2
30624,2
55188,2
67538,0
61508,2
39621,0
12268,0
55253,0
58598,1
17659,2
54610,2
57454,0
60348,2
42980,0
66722,0
71813,2
44200,2
57826,0
9521,0
63061,2
12240,0
7440,0
63483,0
21939,0
36280,0
6354,0
46823,2
5250,0
72255,2
2004,0
2628,0
66328,0
11943,0
44469,2
67908,0
28644,0
35405,0
26072,2
12040,0
73528,2
55925,0
16166,1
5813,1
7866,0
54862,2
48436,2
2756,0
44054,0
40419,0
26897,2
8126,0
42971,0
66050,0
29501,0
37269,0
45875,0
51595,0
8814,0
30978,0
27909,2
29078,0
9452,0
56080,0
18193,0
74098,2
50311,0
46277,0
43431,0
60272,0
59728,0
36888,0
39005,0
46499,2
14652,2
40154,0
26599,0
43011,1
43623,0
25096,2
52622,0
24803,0
12449,0
51193,2
63936,2
41724,2
17939,0
19026,0
61342,0
70420,1
32528,2
26603,0
31672,0
7856,2
59436,2
58058,0
72595,2
32983,0
49240,2
66996,0
54975,0
7302,2
3348,0
65041,0
35761,2
19244,0
5163,2
24425,0
53230,2
36453,2
31808,0
50581,2
55387,2
404,2
26032,0
18382,0
70718,0
22677,2
69253,0
70361,2
55650,0
66859,0
36603,0
58473,2
69847,2
21267,2
27607,2
59507,2
19091,2
53537,0
2744,0
6337,0
52478,2
32103,0
58963,0
35230,2
12928,0
56501,0
51609,2
2711,0
71889,2
1927,2
36380,2
69356,2
53371,0
64719,0
43725,2
23962,0
30010,0
53410,1
39444,2
12696,0
61141,2
61217,0
17795,0
38936,0
21685,2
8575,2
43501,2
73746,2
31106,2
41574,2
12811,0
6011,0
50675,0
54036,0
2091,0
38619,0
69773,2
14437,1
30131,2
66113,2
33224,0
6854,2
55077,0
54,2
40354,2
26185,0
1737,0
60194,0
66346,0
6711,0
62749,2
8241,0
50713,2
19318,0
43831,2
2289,2
15846,0
34312,0
58337,2
34162,2
59560,0
13831,2
30401,1
27028,0
55838,0
71800,0
42774,0
15048,2
162,2
1073,2
12089,0
12538,0
31636,0
33153,2
549,2
19015,0
4392,1
29192,2
63271,2
54980,2
30026,1
63769,0
11198,2
56074,2
46656,2
27049,0
56939,2
5644,0
24302,0
33084,2
59428,2
73962,2
26797,0
60330,0
50388,2
42684,2
7064,0
36602,2
70730,2
48449,0
21602,2
61370,2
57990,0
39211,0
49973,2
36481,2
43968,0
13358,0
5280,1
7548,0
38693,0
61575,0
50509,0
15627,0
60226,0
28167,0
23803,1
20008,0
53910,0
9718,2
28807,2
60543,0
18127,0
68633,0
989,1
30073,2
10053,0
34493,2
13726,2
49121,2
28288,0
62839,2
44381,0
32975,2
60941,0
66230,0
27548,2
37655,2
62761,2
46358,2
73565,0
14825,2
68158,0
64247,0
35247,0
38862,1
10418,0
56227,2
20133,0
57658,1
64972,0
5091,0
27035,0
70344,2
41163,0
46676,0
51121,2
18420,0
37316,1
49438,2
15551,0
67293,2
1424,1
44925,1
30658,0
23410,2
34308,2
32897,0
49918,0
33220,1
65750,0
68364,0
48032,2
16995,2
67979,0
64367,2
1863,2
32057,2
46909,0
36694,0
61050,0
20567,0
61562,1
52401,0
50940,2
22644,2
27725,0
30242,0
3368,2
54180,0
69209,0
14042,0
30999,0
41246,0
759,2
45786,1
20877,2
24240,0
22297,2
52367,2
18326,1
24612,0
28122,0
49547,0
57169,2
8518,1
7655,1
482,0
53497,0
4185,2
47107,2
26018,0
70103,0
30188,0
68613,2
24633,2
39741,0
54464,2
55078,1
63836,0
49576,0
67011,0
37844,2
59059,2
62624,0
7501,2
71600,2
27475,2
18103,2
47995,2
70968,0
26368,0
57601,1
16040,0
23537,0
44691,0
9806,0
48800,0
35972,0
10567,0
52615,0
57236,2
7787,0
7702,0
67291,0
3084,0
56042,0
73471,2
38728,1
57501,0
64705,2
32420,2
3620,0
21497,2
38467,0
62363,0
29254,0
42936,2
121,0
16477,0
43858,2
35414,2
67499,2
40472,0
48281,1
300,0
4004,0
36323,2
15734,0
46244,0
58909,1
16357,0
28287,2
5108,2
54979,0
8434,0
23498,0
1126,2
71279,2
63627,0
67931,0
36495,2
53399,2
25406,2
33321,0
4837,0
43477,0
46257,0
60479,0
25018,2
13818,0
44471,2
61195,0
21898,1
61479,2
69498,2
47958,2
8804,0
38861,0
45423,0
41011,2
73214,0
55618,2
69530,0
13176,0
45138,0
35008,1
13751,0
39108,0
19865,1
3711,0
65543,2
26359,2
23382,0
70653,0
73849,2
64629,2
70322,0
11897,0
72979,2
33450,2
55676,2
41783,2
63564,0
68661,2
16628,2
26100,0
53457,0
41722,2
63868,2
51005,2
74103,0
54044,0
43124,0
70946,2
3788,0
12218,0
13988,0
69879,0
57553,0
2508,1
16894,0
24415,2
2997,0
69187,2
16540,0
45895,2
25091,2
41238,2
63140,0
43762,2
64904,0
59265,2
51622,0
4567,1
70277,0
46474,1
18977,0
56358,2
25237,0
24578,2
65529,0
37694,0
66331,0
55430,2
49059,0
16712,0
27616,0
72859,0
36181,0
28526,0
25184,2
1972,0
19226,0
15199,2
29642,2
22600,2
39730,2
64858,0
60361,0
50572,2
13157,0
9011,2
59148,2
30550,0
3516,1
43135,2
5774,2
8635,0
27633,1
17660,2
62952,0
20109,2
18678,1
72755,2
62239,0
20476,0
24391,0
70332,1
49849,0
6088,2
25072,0
18571,0
42438,0
54890,2
4789,0
48971,2
65190,0
10368,0
3561,0
48276,0
66694,2
59896,2
808,0
27387,1
51913,2
70006,2
71026,2
575,0
54653,2
52311,2
47569,2
46705,2
5605,2
19861,2
3698,2
34840,2
4304,2
1310,0
21009,0
50863,0
40318,0
26657,0
19396,0
14811,2
38641,2
51161,2
50157,0
18044,0
73130,1
27256,1
70505,0
24475,0
15577,0
55998,0
4057,2
6381,2
61928,2
39775,2
56187,1
6219,2
40321,1
15239,1
41711,0
860,0
58983,2
66308,0
72571,0
60026,0
302,0
60221,2
68663,0
34341,1
2706,2
33862,0
17382,0
63736,2
160,0
29700,0
757,2
73660,0
36984,1
628,0
29549,0
60562,0
69926,0
44049,0
3842,0
70247,2
8446,0
37063,0
27203,2
21754,1
47106,2
30958,1
73911,2
8356,0
31699,2
71463,0
45090,2
53530,2
53671,0
30802,0
66519,0
57933,0
71515,0
66127,2
2859,0
67491,2
52153,0
66636,2
70699,0
14747,2
37854,1
19828,0
45852,0
47296,0
47300,0
34123,0
46341,2
40137,0
58738,0
45712,2
2794,2
65205,2
23342,0
6123,2
71742,2
40659,0
50570,0
31693,2
55276,0
61853,0
25510,1
71358,0
1908,1
22539,1
37891,0
70326,2
26725,0
54236,0
44558,2
27350,0
66782,0
18640,2
71699,1
5511,1
70032,2
67184,2
41230,0
10524,0
42441,0
25925,2
47220,2
10407,2
14759,2
49352,0
17217,2
70964,0
41086,0
39862,0
51076,2
8513,2
36131,2
23942,2
10299,1
31570,2
69989,0
49093,0
55010,1
21481,0
28973,2
6787,0
49568,1
30787,2
57049,0
57255,2
24714,0
30505,2
36585,0
56545,1
6748,2
33902,1
67812,0
67866,2
44963,2
66801,0
48027,0
7700,2
38488,0
54414,2
39370,2
55261,0
7677,2
12236,0
54199,0
54195,1
47226,2
3967,0
48703,0
60502,0
61170,2
9124,0
14103,0
9408,0
42557,2
54068,1
42012,0
14864,0
4877,2
20443,2
3222,0
1624,0
28506,2
35527,0
28588,0
26074,0
24707,0
61095,2
4894,0
27328,0
14744,0
44447,0
49992,0
59138,0
39170,0
26565,0
9842,0
16994,2
52333,2
60491,2
5614,2
46372,2
38520,0
21160,2
54956,2
37643,2
23367,0
43031,2
72731,2
26792,2
21511,2
67175,2
35219,2
3820,0
3587,2
71975,2
19049,2
51731,0
56096,1
25585,1
23543,2
26902,2
47818,1
9714,2
61308,0
49686,0
25027,0
41639,2
32908,0
16670,0
32487,0
19196,0
70805,0
2530,0
60828,0
15336,1
59098,2
73678,1
67988,0
57813,2
44655,0
72199,2
43216,0
2603,2
65123,2
10825,0
20752,0
45334,0
51984,0
68671,0
17404,2
68969,0
44266,0
24218,2
64735,2
63916,2
4099,2
51380,2
45945,0
48597,0
40168,2
58318,2
66143,0
21902,2
12213,2
37627,0
41360,0
27536,0
3622,2
40265,0
40661,0
47916,2
37551,0
44928,0
56298,2
17511,0
7431,0
30535,2
41436,2
5549,0
33286,1
1056,0
28830,0
24809,2
58012,2
48163,0
30588,2
18596,0
11283,0
70437,2
8495,0
21433,0
10115,2
20404,0
57821,2
46370,2
47199,0
20424,2
25797,0
55359,0
16643,2
12404,0
65298,2
60531,0
59761,0
7065,0
54271,0
9225,1
10610,2
42239,2
56523,0
59299,1
8236,0
65043,2
14224,0
51203,2
59735,0
22028,2
3636,2
4792,0
49115,0
24087,2
36443,2
22236,2
28094,0
5340,0
70137,2
64355,2
60694,2
42334,0
68141,0
8834,2
53148,2
45612,1
34904,0
73881,0
24264,2
71702,0
69095,0
48254,0
2823,0
15745,0
29097,0
15,2
25749,0
8973,2
33063,0
65706,2
47063,0
41921,0
44641,0
27782,0
56241,0
51863,2
34562,0
73502,0
13172,0
36279,1
64502,2
12664,2
10587,0
59194,2
12190,2
70939,0
16333,0
59599,0
61970,0
59598,2
18400,0
16924,2
40293,2
68217,0
43825,2
58950,2
70537,0
16162,2
8802,0
12217,0
45456,2
62988,2
24496,0
25490,0
62759,0
36283,2
63820,2
19797,2
73747,2
5787,2
37541,0
72946,2
48629,2
14460,2
71677,2
15965,0
15280,0
57585,0
50975,1
40442,1
12925,0
14371,2
42469,0
68384,1
15563,0
74032,0
72233,0
42924,0
26684,2
40214,2
33323,0
45390,0
11494,2
8688,0
44442,1
3077,0
8545,2
63338,0
27693,2
28686,0
17878,2
2781,0
9760,2
31746,2
38532,0
28085,2
66783,0
62348,1
10415,2
64277,2
30243,0
18608,0
72084,0
69497,2
58313,0
73001,0
32260,1
468,2
3814,2
56791,0
73635,2
66572,2
37710,0
25129,2
36407,0
30726,0
70825,0
987,0
43695,2
32826,0
50658,0
14164,2
19146,1
35746,2
66833,2
49813,0
19521,2
40310,0
4,2
31928,0
65771,2
22420,2
67620,2
8979,0
48770,0
73918,0
6575,0
70125,0
54806,0
66344,2
32111,2
73208,2
30601,2
45071,0
62437,2
46006,2
19925,1
68828,2
34793,0
69440,0
42271,2
53051,0
67776,2
17627,0
2566,2
46019,0
72052,0
10634,0
3010,1
13225,0
36989,1
24009,0
64438,2
70888,2
49765,2
26884,2
54704,2
28962,0
24993,2
12584,2
71795,0
40510,2
3864,2
27574,0
63443,0
37066,0
68085,0
27576,0
8317,2
70513,0
44454,2
38549,2
26711,2
58910,0
42677,2
62454,0
58328,2
18952,0
58008,2
59052,0
56140,0
32701,0
57033,2
52112,0
53470,2
40340,2
35396,0
46165,0
54682,2
56724,1
5126,2
28366,0
4086,2
46338,2
36007,2
32202,2
70451,2
58343,1
60700,0
57857,1
42243,0
24372,1
72173,0
63225,2
7980,1
29424,0
12244,2
27268,0
71861,0
16236,0
21681,0
15339,2
51510,0
1253,0
16056,2
14790,0
29388,0
16692,0
46849,2
1064,2
21054,2
34398,0
38224,2
29138,0
63537,1
29716,0
5260,0
13958,1
46803,2
9348,0
48373,0
58703,0
73178,2
51832,2
54167,2
70257,2
11702,0
5265,0
21788,0
63635,0
11204,0
50239,0
56870,0
13357,0
7726,1
11903,0
8229,0
52759,0
68830,0
74009,2
50155,1
74090,2
20832,0
7486,2
24438,0
70360,2
11558,0
8409,2
29839,0
18117,2
58061,0
469,0
71687,2
20884,2
66398,2
36700,2
12393,2
58592,0
66769,0
41442,1
69424,1
19905,0
7045,1
32327,0
12416,2
58763,0
44362,0
39194,2
22674,0
48359,0
39544,2
13655,2
24224,0
13535,2
8204,0
70244,0
25865,1
26696,2
18766,0
6082,2
1322,2
73698,0
27200,0
13420,2
32524,0
29577,0
67050,1
33545,0
28734,0
49117,0
45859,2
16057,0
8615,2
34843,0
29710,0
47699,2
63344,2
64475,0
35817,0
42598,0
50916,2
58031,0
37649,0
3168,0
45126,0
33291,0
59549,0
39693,0
6122,2
61171,0
4633,0
54877,1
61103,2
3104,2
39110,0
47270,0
10743,0
68515,0
34283,2
62696,0
54118,0
15718,2
60297,2
40779,2
16230,0
26464,2
28210,0
8728,0
46177,2
65188,0
19256,0
70685,0
29122,0
42795,0
59654,0
65916,0
57887,0
12936,0
1359,2
59775,2
43153,0
12753,2
27590,0
17824,0
40450,2
70330,2
39275,0
60081,0
12094,0
66451,1
51173,2
42655,0
37232,0
9750,0
2586,2
63297,0
35977,0
54371,0
48222,0
32465,2
8116,0
39009,2
34372,0
66201,2
29719,2
18793,0
14428,0
71606,0
25578,0
20181,2
34291,0
58827,0
71047,0
21015,2
52981,0
17521,2
66395,1
41528,2
64559,0
71205,0
55419,0
60734,2
23170,0
39589,2
16608,2
67800,0
14343,2
48245,0
48777,0
61616,2
40444,0
9766,1
42650,0
59346,2
66905,0
27921,2
26816,0
16091,0
36012,0
26938,2
19701,0
6236,2
39763,0
24255,2
19177,0
63126,2
73949,0
57325,0
51055,0
23182,0
70194,0
48265,2
15248,2
67948,2
37755,0
2450,2
20676,0
41151,2
60500,2
40947,2
35544,0
2747,0
45068,0
44154,1
9593,0
8498,2
68913,0
67338,0
65149,1
24865,1
8288,2
25650,2
26227,2
21812,1
33147,0
37776,0
58584,0
70915,0
30067,2
15398,2
49170,0
15673,0
45642,0
32301,0
68944,2
24950,0
45881,2
62510,2
44036,2
73491,0
70778,0
36592,2
51464,2
19401,0
9953,0
22911,0
26240,0
33314,1
7048,0
25424,2
49228,2
41540,2
15162,0
69364,1
62609,0
30272,0
7297,2
41752,2
47094,2
68219,2
10403,0
43961,0
73659,0
32671,0
35542,2
47379,1
69262,2
34413,0
20411,2
63781,0
10179,0
69089,2
2335,0
58852,0
61733,1
61741,0
1915,0
46384,0
7105,1
12078,2
6791,2
47945,0
62723,0
59462,0
65148,2
40815,0
26387,0
61055,2
56783,2
16157,2
65263,2
42844,0
48195,0
36184,2
33783,2
23833,0
56872,0
18709,2
69528,0
50803,2
68547,0
41263,2
29258,0
65732,0
16051,2
50899,2
29444,0
17979,2
31422,1
29666,0
45674,0
64081,2
64715,0
34394,0
51790,0
53533,2
10038,2
9749,0
31795,2
25130,2
51385,2
40625,2
64496,2
58783,2
38940,2
5592,0
30446,0
1975,2
8736,0
38072,1
29396,0
36753,1
37860,0
50186,0
66108,0
35718,2
65456,0
18606,0
68741,0
44898,0
56208,0
28064,0
40494,0
44694,1
70039,0
57514,0
41811,2
38856,0
21693,0
42356,1
3898,2
65248,2
3837,2
71379,0
57588,1
20263,2
8004,0
45451,0
47598,2
35785,0
